Year,DMCODE,New_DIST,NEW_MANDAL,June,July,Aug,Sep,total,Rainy Days,No Rain,Light Rainfall,moderate,Heavy,Very Heavy,YEAR,August,September,Rainy Day,Very Light,Light,Moderate,Extremely Heavy,Rainy Days(out of 122)
2015.0,703,Peddapalle,Antargoan,154.8,185.1,109.2,172.1,621.2,33.0,83,27.0,10.0,2,0,,,,,,,,,
2015.0,701,Peddapalle,Dharmaram,189.8,128.9,59.4,215.0,593.1,35.0,84,29.0,7.0,2,0,,,,,,,,,
2015.0,709,Peddapalle,Elgaid,289.6,114.4,81.8,172.4,658.2,32.0,83,27.0,10.0,2,0,,,,,,,,,
2015.0,708,Peddapalle,Julapalle,247.6,113.0,60.6,157.6,578.8,29.0,89,22.0,9.0,2,0,,,,,,,,,
2015.0,706,Peddapalle,Kamanpur,285.8,172.4,122.8,175.0,756.0,34.0,82,24.0,14.0,2,0,,,,,,,,,
2015.0,714,Peddapalle,Manthani,383.0,134.0,246.6,167.8,931.4,36.0,83,23.0,12.0,3,1,,,,,,,,,
2015.0,713,Peddapalle,Mutharam_Manthani,375.2,101.0,81.0,118.8,676.0,30.0,88,23.0,7.0,4,0,,,,,,,,,
2015.0,711,Peddapalle,Odela,325.4,46.4,95.6,220.4,687.8,33.0,86,24.0,10.0,2,0,,,,,,,,,
2015.0,702,Peddapalle,Palakurthy,154.8,185.1,109.2,172.1,621.2,33.0,83,27.0,10.0,2,0,,,,,,,,,
2015.0,707,Peddapalle,Peddapalle,333.8,188.8,67.8,243.2,833.6,36.0,78,28.0,13.0,3,0,,,,,,,,,
2015.0,705,Peddapalle,Ramagiri,285.8,172.4,122.8,175.0,756.0,34.0,82,24.0,14.0,2,0,,,,,,,,,
2015.0,704,Peddapalle,Ramagundam,154.8,185.1,109.2,172.1,621.2,33.0,83,27.0,10.0,2,0,,,,,,,,,
2015.0,712,Peddapalle,Srirampur,357.0,62.4,117.6,220.4,757.4,40.0,76,36.0,8.0,2,0,,,,,,,,,
2015.0,710,Peddapalle,Sultanabad,362.8,81.8,83.0,235.8,763.4,34.0,83,27.0,9.0,3,0,,,,,,,,,
2015.0,1404,Rajanna Sircilla,Boinpalle,140.0,82.6,132.5,121.0,476.1,33.0,87,26.0,8.0,1,0,,,,,,,,,
2015.0,1402,Rajanna Sircilla,Chandurthi,165.2,98.2,129.0,165.0,557.4,31.0,91,18.0,13.0,0,0,,,,,,,,,
2015.0,1413,Rajanna Sircilla,Ellanthakunta,222.1,41.2,89.2,154.0,506.5,31.0,89,23.0,10.0,0,0,,,,,,,,,
2015.0,1410,Rajanna Sircilla,Gambhiraopeta,121.4,25.2,143.4,218.6,508.6,30.0,87,24.0,10.0,1,0,,,,,,,,,
2015.0,1407,Rajanna Sircilla,Konaraopeta,152.4,43.2,157.2,119.8,472.6,28.0,86,26.0,10.0,0,0,,,,,,,,,
2015.0,1411,Rajanna Sircilla,Mustabad,137.6,38.1,178.2,224.0,577.9,37.0,80,31.0,10.0,1,0,,,,,,,,,
2015.0,1401,Rajanna Sircilla,Rudrangi,165.2,98.2,129.0,165.0,557.4,31.0,91,18.0,13.0,0,0,,,,,,,,,
2015.0,1406,Rajanna Sircilla,Sirsilla,224.9,66.3,154.8,168.6,614.6,28.0,91,22.0,6.0,3,0,,,,,,,,,
2015.0,1412,Rajanna Sircilla,Thangallapalle,224.9,66.3,154.8,168.6,614.6,28.0,91,22.0,6.0,3,0,,,,,,,,,
2015.0,1408,Rajanna Sircilla,Veernapalle,114.8,46.4,253.0,146.8,561.0,32.0,83,31.0,8.0,0,0,,,,,,,,,
2015.0,1405,Rajanna Sircilla,Vemulawada,187.8,167.4,174.5,177.4,707.1,35.0,82,28.0,9.0,3,0,,,,,,,,,
2015.0,1403,Rajanna Sircilla,Vemulawada_Rural,187.8,167.4,174.5,177.4,707.1,35.0,82,28.0,9.0,3,0,,,,,,,,,
2015.0,1409,Rajanna Sircilla,Yellareddypeta,114.8,46.4,253.0,146.8,561.0,32.0,83,31.0,8.0,0,0,,,,,,,,,
2015.0,2308,Rangareddy,Abdullapurmet,251.4,115.4,192.6,142.8,702.2,33.0,88,24.0,7.0,3,0,,,,,,,,,
2015.0,2313,Rangareddy,Amangal,77.8,27.2,90.8,121.4,317.2,22.0,95,20.0,7.0,0,0,,,,,,,,,
2015.0,2305,Rangareddy,Balapur,275.8,42.8,127.6,230.0,676.2,35.0,80,30.0,11.0,0,1,,,,,,,,,
2015.0,2321,Rangareddy,Chevella,156.6,28.8,153.0,140.4,478.8,26.0,83,29.0,10.0,0,0,,,,,,,,,
2015.0,2327,Rangareddy,Chowdergudem,79.4,39.0,159.8,78.8,357.0,21.0,99,14.0,9.0,0,0,,,,,,,,,
2015.0,2325,Rangareddy,Farooqnagar,95.0,30.4,218.2,186.6,530.2,29.0,91,18.0,13.0,0,0,,,,,,,,,
2015.0,2303,Rangareddy,Gandipet,160.0,19.6,124.2,154.1,457.9,33.0,81,32.0,9.0,0,0,,,,,,,,,
2015.0,2307,Rangareddy,Hayathnagar,251.4,115.4,192.6,142.8,702.2,33.0,88,24.0,7.0,3,0,,,,,,,,,
2015.0,2309,Rangareddy,Ibrahimpatnam,145.4,22.2,122.4,172.0,462.0,33.0,84,27.0,11.0,0,0,,,,,,,,,
2015.0,2316,Rangareddy,Kadthal,37.0,9.2,60.8,129.0,236.0,21.0,91,28.0,3.0,0,0,,,,,,,,,
2015.0,2317,Rangareddy,Kandukur,85.6,19.2,77.2,174.6,356.6,22.0,96,16.0,10.0,0,0,,,,,,,,,
2015.0,2315,Rangareddy,Keshampeta,124.8,24.2,130.2,157.2,436.4,28.0,89,21.0,12.0,0,0,,,,,,,,,
2015.0,2326,Rangareddy,Kondurg,79.4,39.0,159.8,78.8,357.0,21.0,99,14.0,9.0,0,0,,,,,,,,,
2015.0,2323,Rangareddy,Kothur,80.4,90.8,108.0,57.8,337.0,34.0,88,31.0,3.0,0,0,,,,,,,,,
2015.0,2312,Rangareddy,Madgul,69.0,0.0,75.4,152.8,297.2,23.0,97,20.0,5.0,0,0,,,,,,,,,
2015.0,2318,Rangareddy,Maheshwaram,162.2,37.8,272.0,143.0,615.0,41.0,79,29.0,13.0,1,0,,,,,,,,,
2015.0,2310,Rangareddy,Manchal,84.8,29.4,53.6,128.4,296.2,23.0,90,27.0,5.0,0,0,,,,,,,,,
2015.0,2320,Rangareddy,Moinabad,119.0,16.8,154.2,158.6,448.6,34.0,81,31.0,10.0,0,0,,,,,,,,,
2015.0,2324,Rangareddy,Nandigam,80.4,90.8,108.0,57.8,337.0,34.0,88,31.0,3.0,0,0,,,,,,,,,
2015.0,2304,Rangareddy,Rajendranagar,160.0,19.6,124.2,154.1,457.9,33.0,81,32.0,9.0,0,0,,,,,,,,,
2015.0,2306,Rangareddy,Saroornagar,275.8,42.8,127.6,230.0,676.2,35.0,80,30.0,11.0,0,1,,,,,,,,,
2015.0,2302,Rangareddy,Serilingampally,82.6,26.0,37.4,101.3,247.3,22.0,95,22.0,5.0,0,0,,,,,,,,,
2015.0,2322,Rangareddy,Shabad,53.8,89.4,224.6,114.8,482.6,25.0,86,25.0,10.0,1,0,,,,,,,,,
2015.0,2319,Rangareddy,Shamshabad,175.8,51.2,133.8,88.4,449.2,33.0,78,35.0,8.0,1,0,,,,,,,,,
2015.0,2301,Rangareddy,Shankarpalle,123.6,20.4,230.2,198.6,572.8,36.0,78,32.0,12.0,0,0,,,,,,,,,
2015.0,2314,Rangareddy,Talakondapalle,37.0,9.2,60.8,129.0,236.0,21.0,91,28.0,3.0,0,0,,,,,,,,,
2015.0,2311,Rangareddy,Yacharam,120.0,2.0,99.2,160.2,381.4,26.0,93,21.0,8.0,0,0,,,,,,,,,
2015.0,1625,Sangareddy,Ameenapur,141.6,28.4,124.2,162.6,456.8,27.0,82,33.0,6.0,1,0,,,,,,,,,
2015.0,1615,Sangareddy,Andhole,137.4,37.0,181.4,47.4,403.2,28.0,79,33.0,10.0,0,0,,,,,,,,,
2015.0,1621,Sangareddy,Gummadidala,168.4,54.6,128.8,169.8,521.6,32.0,86,24.0,12.0,0,0,,,,,,,,,
2015.0,1620,Sangareddy,Hathanoora,107.8,99.0,180.4,129.6,516.8,27.0,88,21.0,12.0,1,0,,,,,,,,,
2015.0,1612,Sangareddy,Jharasangam,102.2,72.2,141.4,95.6,411.4,26.0,94,19.0,9.0,0,0,,,,,,,,,
2015.0,1622,Sangareddy,Jinnaram,168.4,54.6,128.8,169.8,521.6,32.0,86,24.0,12.0,0,0,,,,,,,,,
2015.0,1603,Sangareddy,Kalher,117.6,41.2,145.2,56.2,360.2,30.0,88,26.0,8.0,0,0,,,,,,,,,
2015.0,1623,Sangareddy,Kandi,89.6,51.8,99.2,136.6,377.2,30.0,82,35.0,4.0,1,0,,,,,,,,,
2015.0,1601,Sangareddy,Kangti,130.6,60.8,165.2,100.8,457.4,33.0,74,37.0,11.0,0,0,,,,,,,,,
2015.0,1611,Sangareddy,Kohir,81.6,72.4,169.2,113.8,437.0,28.0,89,22.0,11.0,0,0,,,,,,,,,
2015.0,1618,Sangareddy,Kondapur,84.4,49.6,135.0,173.0,442.0,32.0,83,29.0,10.0,0,0,,,,,,,,,
2015.0,1606,Sangareddy,Manoor,107.8,54.8,90.2,172.2,425.0,27.0,89,24.0,9.0,0,0,,,,,,,,,
2015.0,1610,Sangareddy,Mogdampalle,30.8,55.4,86.7,136.3,309.2,25.0,92,24.0,6.0,0,0,,,,,,,,,
2015.0,1613,Sangareddy,Munipalli,87.4,68.0,121.2,157.8,434.4,28.0,85,27.0,10.0,0,0,,,,,,,,,
2015.0,1605,Sangareddy,Nagalgidda,107.8,54.8,90.2,172.2,425.0,27.0,89,24.0,9.0,0,0,,,,,,,,,
2015.0,1604,Sangareddy,Narayankhed,122.6,42.6,123.6,92.0,380.8,27.0,81,33.0,8.0,0,0,,,,,,,,,
2015.0,1608,Sangareddy,Naykal,133.0,69.0,142.4,108.6,453.0,30.0,89,24.0,9.0,0,0,,,,,,,,,
2015.0,1624,Sangareddy,Patancheruvu,141.6,28.4,124.2,162.6,456.8,27.0,82,33.0,6.0,1,0,,,,,,,,,
2015.0,1616,Sangareddy,Pulkal,126.4,22.8,65.2,84.2,298.6,25.0,92,24.0,6.0,0,0,,,,,,,,,
2015.0,1607,Sangareddy,Raikode,91.8,80.8,98.0,81.0,351.6,25.0,91,23.0,8.0,0,0,,,,,,,,,
2015.0,1626,Sangareddy,Ramachandrapuram,102.0,36.8,108.2,187.6,434.6,28.0,87,27.0,7.0,1,0,,,,,,,,,
2015.0,1617,Sangareddy,Sadasivpet,121.0,60.8,118.0,179.4,479.2,27.0,87,23.0,12.0,0,0,,,,,,,,,
2015.0,1619,Sangareddy,Sangareddy,89.6,51.8,99.2,136.6,377.2,30.0,82,35.0,4.0,1,0,,,,,,,,,
2015.0,1602,Sangareddy,Sirgapoor,122.6,42.6,123.6,92.0,380.8,27.0,81,33.0,8.0,0,0,,,,,,,,,
2015.0,1614,Sangareddy,Watpalle,63.8,78.6,90.0,174.2,406.6,27.0,90,22.0,10.0,0,0,,,,,,,,,
2015.0,1609,Sangareddy,Zahirabad,30.8,55.4,86.7,136.3,309.2,25.0,92,24.0,6.0,0,0,,,,,,,,,
2015.0,1807,Siddipet,Akkannapet,202.8,116.6,228.8,216.6,764.8,39.0,77,29.0,14.0,2,0,,,,,,,,,
2015.0,1804,Siddipet,Bejjanki,154.8,65.0,137.0,197.2,554.0,36.0,76,35.0,9.0,2,0,,,,,,,,,
2015.0,1821,Siddipet,Cheriyal,206.6,23.0,87.4,274.0,591.0,36.0,86,22.0,13.0,1,0,,,,,,,,,
2015.0,1803,Siddipet,Chinnakodur,150.4,2.2,75.6,154.0,382.2,21.0,96,17.0,9.0,0,0,,,,,,,,,
2015.0,1812,Siddipet,Doultabad,162.6,81.0,92.0,143.0,478.6,39.0,77,37.0,8.0,0,0,,,,,,,,,
2015.0,1801,Siddipet,Dubbak,181.4,53.0,96.4,113.4,444.2,34.0,81,32.0,9.0,0,0,,,,,,,,,
2015.0,1818,Siddipet,Gajwel,305.8,117.4,144.8,143.0,711.0,39.0,80,26.0,14.0,2,0,,,,,,,,,
2015.0,1806,Siddipet,Husnabad,202.8,116.6,228.8,216.6,764.8,39.0,77,29.0,14.0,2,0,,,,,,,,,
2015.0,1817,Siddipet,Jagadevpur,189.4,20.8,20.8,163.6,394.6,23.0,89,26.0,6.0,1,0,,,,,,,,,
2015.0,1805,Siddipet,Koheda,193.6,30.4,125.0,194.4,543.4,30.0,87,22.0,13.0,0,0,,,,,,,,,
2015.0,1820,Siddipet,Komaravelly,206.6,23.0,87.4,274.0,591.0,36.0,86,22.0,13.0,1,0,,,,,,,,,
2015.0,1819,Siddipet,Kondapak,114.0,39.2,50.8,125.2,329.2,25.0,92,23.0,7.0,0,0,,,,,,,,,
2015.0,1822,Siddipet,Maddur,192.0,35.0,66.2,257.8,551.0,31.0,83,29.0,8.0,2,0,,,,,,,,,
2015.0,1816,Siddipet,Markook,189.4,20.8,20.8,163.6,394.6,23.0,89,26.0,6.0,1,0,,,,,,,,,
2015.0,1811,Siddipet,Mirdoddi,177.2,58.0,103.6,150.8,489.6,31.0,88,19.0,15.0,0,0,,,,,,,,,
2015.0,1815,Siddipet,Mulug,139.6,47.4,37.6,156.8,381.4,30.0,86,27.0,9.0,0,0,,,,,,,,,
2015.0,1808,Siddipet,Nanganur,202.0,48.8,65.6,110.2,426.6,32.0,88,25.0,8.0,1,0,,,,,,,,,
2015.0,1813,Siddipet,Rayapole,162.6,81.0,92.0,143.0,478.6,39.0,77,37.0,8.0,0,0,,,,,,,,,
2015.0,1802,Siddipet,Siddipet_Rural,150.4,2.2,75.6,154.0,382.2,21.0,96,17.0,9.0,0,0,,,,,,,,,
2015.0,1809,Siddipet,Siddipet_Urban,139.4,54.0,68.0,177.8,439.2,31.0,82,33.0,6.0,1,0,,,,,,,,,
2015.0,1810,Siddipet,Thoguta,138.8,39.0,67.2,134.4,379.4,29.0,93,21.0,8.0,0,0,,,,,,,,,
2015.0,1814,Siddipet,Wargal,204.4,73.6,80.8,266.0,624.8,38.0,79,31.0,12.0,0,0,,,,,,,,,
2015.0,3014,Suryapet,Ananthagiri,295.2,39.8,72.4,170.0,577.4,30.0,81,32.0,7.0,2,0,,,,,,,,,
2015.0,3008,Suryapet,Atmakur_S,221.6,33.4,85.8,208.0,548.8,34.0,79,31.0,11.0,1,0,,,,,,,,,
2015.0,3016,Suryapet,Chilkur,300.2,67.0,164.0,92.0,623.2,37.0,80,29.0,12.0,1,0,,,,,,,,,
2015.0,3023,Suryapet,Chinthalapalem,171.6,27.0,139.2,76.0,413.8,30.0,82,32.0,7.0,1,0,,,,,,,,,
2015.0,3010,Suryapet,Chivvemla,175.0,43.2,120.4,262.6,601.2,34.0,81,25.0,15.0,1,0,,,,,,,,,
2015.0,3017,Suryapet,Garidepalle,183.6,105.8,218.4,99.4,607.2,33.0,89,21.0,12.0,0,0,,,,,,,,,
2015.0,3021,Suryapet,Huzur nagar,286.8,165.8,137.4,134.0,724.0,29.0,89,17.0,14.0,2,0,,,,,,,,,
2015.0,3006,Suryapet,Jajireddigudem,267.4,108.2,137.8,209.8,723.2,36.0,82,25.0,14.0,1,0,,,,,,,,,
2015.0,3015,Suryapet,Kodad,335.8,59.2,158.4,123.6,677.0,36.0,78,32.0,11.0,0,1,,,,,,,,,
2015.0,3004,Suryapet,Maddirala,312.0,97.8,135.6,334.8,880.2,44.0,75,27.0,19.0,1,0,,,,,,,,,
2015.0,3020,Suryapet,Mattampalle,171.6,27.0,136.2,29.8,364.6,29.0,82,34.0,5.0,1,0,,,,,,,,,
2015.0,3022,Suryapet,Mellachervu,171.6,27.0,139.2,76.0,413.8,30.0,82,32.0,7.0,1,0,,,,,,,,,
2015.0,3009,Suryapet,Mothey,187.0,23.2,99.4,113.4,423.0,32.0,89,23.0,10.0,0,0,,,,,,,,,
2015.0,3012,Suryapet,Munagala,314.6,48.2,114.8,196.8,674.4,35.0,82,29.0,9.0,1,1,,,,,,,,,
2015.0,3013,Suryapet,Nadigudem,295.2,39.8,72.4,170.0,577.4,30.0,81,32.0,7.0,2,0,,,,,,,,,
2015.0,3001,Suryapet,Nagaram,404.2,136.0,162.8,255.0,958.0,42.0,74,27.0,17.0,4,0,,,,,,,,,
2015.0,3018,Suryapet,Neredcherla,218.8,141.0,211.0,53.4,624.2,32.0,82,27.0,12.0,1,0,,,,,,,,,
2015.0,3005,Suryapet,Noothankal,312.0,97.8,135.6,334.8,880.2,44.0,75,27.0,19.0,1,0,,,,,,,,,
2015.0,3019,Suryapet,Palakeedu,218.8,141.0,211.0,53.4,624.2,32.0,82,27.0,12.0,1,0,,,,,,,,,
2015.0,3011,Suryapet,Penpahad,226.0,50.4,235.0,80.6,592.0,39.0,75,33.0,14.0,0,0,,,,,,,,,
2015.0,3007,Suryapet,Suryapet,264.6,70.2,132.2,162.2,629.2,34.0,73,38.0,9.0,2,0,,,,,,,,,
2015.0,3002,Suryapet,Thirumalagiri,261.2,124.6,134.2,288.0,808.0,35.0,85,17.0,20.0,0,0,,,,,,,,,
2015.0,3003,Suryapet,Thungathurthi,404.2,136.0,162.8,255.0,958.0,42.0,74,27.0,17.0,4,0,,,,,,,,,
2015.0,2412,Vikarabad,Bantwaram,84.6,76.2,183.0,80.6,424.4,31.0,87,25.0,10.0,0,0,,,,,,,,,
2015.0,2415,Vikarabad,Basheerabad,77.8,48.8,149.2,129.8,405.6,21.0,92,18.0,11.0,1,0,,,,,,,,,
2015.0,2409,Vikarabad,Bomraspeta,71.0,26.0,93.2,112.2,302.4,21.0,97,17.0,8.0,0,0,,,,,,,,,
2015.0,2410,Vikarabad,Dharur,71.0,68.6,137.8,143.0,420.4,29.0,93,22.0,7.0,0,0,,,,,,,,,
2015.0,2408,Vikarabad,Doma,101.8,18.0,92.8,54.0,266.6,23.0,89,29.0,4.0,0,0,,,,,,,,,
2015.0,2418,Vikarabad,Doulatabad,32.0,27.0,72.0,34.0,165.0,18.0,104,16.0,2.0,0,0,,,,,,,,,
2015.0,2417,Vikarabad,Kodangal,101.0,39.0,143.0,108.0,391.0,29.0,92,20.0,10.0,0,0,,,,,,,,,
2015.0,2411,Vikarabad,Kotepally,84.6,76.2,183.0,80.6,424.4,31.0,87,25.0,10.0,0,0,,,,,,,,,
2015.0,2407,Vikarabad,Kulkacharla,94.2,46.2,49.6,36.8,226.8,24.0,90,29.0,3.0,0,0,,,,,,,,,
2015.0,2401,Vikarabad,Marpalle,57.0,69.6,108.2,161.4,396.2,24.0,94,19.0,9.0,0,0,,,,,,,,,
2015.0,2402,Vikarabad,Mominpet,129.2,52.4,188.4,192.2,562.2,36.0,72,40.0,9.0,1,0,,,,,,,,,
2015.0,2403,Vikarabad,Nawabpet,95.6,65.8,154.8,155.6,471.8,32.0,81,31.0,10.0,0,0,,,,,,,,,
2015.0,2406,Vikarabad,Pargi,119.6,54.2,196.6,127.0,497.4,33.0,85,25.0,12.0,0,0,,,,,,,,,
2015.0,2413,Vikarabad,Peddemul,45.6,94.0,126.0,91.4,357.0,22.0,89,25.0,8.0,0,0,,,,,,,,,
2015.0,2405,Vikarabad,Pudur,109.4,48.0,168.0,225.8,551.2,23.0,93,16.0,12.0,1,0,,,,,,,,,
2015.0,2414,Vikarabad,Tandur,56.8,79.0,133.2,92.8,361.8,30.0,83,31.0,8.0,0,0,,,,,,,,,
2015.0,2404,Vikarabad,Vikarabad,132.2,96.4,177.4,122.6,528.6,33.0,83,27.0,11.0,1,0,,,,,,,,,
2015.0,2416,Vikarabad,Yelal,72.8,55.0,62.2,106.2,296.2,30.0,84,33.0,5.0,0,0,,,,,,,,,
2015.0,2701,Wanaparthy,Amarchinta,51.0,76.0,123.8,200.6,451.4,17.0,104,9.0,8.0,1,0,,,,,,,,,
2015.0,2710,Wanaparthy,Atmakur,51.0,76.0,123.8,200.6,451.4,17.0,104,9.0,8.0,1,0,,,,,,,,,
2015.0,2714,Wanaparthy,Chinnambavi,85.0,44.2,119.6,162.0,410.8,26.0,93,21.0,8.0,0,0,,,,,,,,,
2015.0,2704,Wanaparthy,Ghanpur,96.2,5.0,92.8,66.6,260.6,23.0,96,21.0,5.0,0,0,,,,,,,,,
2015.0,2705,Wanaparthy,Gopalpeta,67.4,37.2,126.6,73.2,304.4,28.0,90,29.0,3.0,0,0,,,,,,,,,
2015.0,2709,Wanaparthy,Kothakota,96.0,69.2,230.4,181.8,577.4,29.0,95,16.0,10.0,1,0,,,,,,,,,
2015.0,2702,Wanaparthy,Madanapur,96.0,69.2,230.4,181.8,577.4,29.0,95,16.0,10.0,1,0,,,,,,,,,
2015.0,2707,Wanaparthy,Pangal,35.5,24.2,67.2,208.4,335.3,22.0,100,14.0,8.0,0,0,,,,,,,,,
2015.0,2711,Wanaparthy,Pebbair,38.9,51.0,57.8,151.2,298.9,18.0,98,18.0,6.0,0,0,,,,,,,,,
2015.0,2703,Wanaparthy,Peddamandadi,66.4,15.2,86.6,51.0,219.2,19.0,98,19.0,5.0,0,0,,,,,,,,,
2015.0,2706,Wanaparthy,Revelly,67.4,37.2,126.6,73.2,304.4,28.0,90,29.0,3.0,0,0,,,,,,,,,
2015.0,2712,Wanaparthy,Srirangapur,38.9,51.0,57.8,151.2,298.9,18.0,98,18.0,6.0,0,0,,,,,,,,,
2015.0,2713,Wanaparthy,Veepangandla,85.0,44.2,119.6,162.0,410.8,26.0,93,21.0,8.0,0,0,,,,,,,,,
2015.0,2708,Wanaparthy,Wanaparthy,49.1,12.0,80.6,167.2,308.9,20.0,100,14.0,8.0,0,0,,,,,,,,,
2015.0,1105,Warangal_Rural,Atmakur,505.2,75.8,160.2,131.2,872.4,43.0,77,33.0,9.0,2,1,,,,,,,,,
2015.0,1110,Warangal_Rural,Chennaraopeta,500.2,173.8,117.4,234.4,1025.8,47.0,73,30.0,17.0,1,1,,,,,,,,,
2015.0,1103,Warangal_Rural,Damera,505.2,75.8,160.2,131.2,872.4,43.0,77,33.0,9.0,2,1,,,,,,,,,
2015.0,1106,Warangal_Rural,Duggondi,460.6,80.4,146.0,118.2,805.2,36.0,75,33.0,12.0,1,1,,,,,,,,,
2015.0,1104,Warangal_Rural,Geesugonda,509.6,128.8,154.6,186.2,979.2,34.0,88,18.0,12.0,3,1,,,,,,,,,
2015.0,1109,Warangal_Rural,Khanapur,578.0,145.8,208.8,235.8,1168.4,48.0,68,34.0,17.0,1,2,,,,,,,,,
2015.0,1107,Warangal_Rural,Nallabelly,428.4,72.5,198.0,207.2,906.1,43.0,71,38.0,9.0,3,1,,,,,,,,,
2015.0,1108,Warangal_Rural,Narsampet,519.6,159.2,163.2,230.2,1072.2,50.0,68,32.0,20.0,1,1,,,,,,,,,
2015.0,1115,Warangal_Rural,Nekkonda,415.4,103.4,150.8,153.8,823.4,39.0,75,31.0,14.0,2,0,,,,,,,,,
2015.0,1101,Warangal_Rural,Parkal,534.8,218.0,149.8,287.4,1190.0,48.0,68,32.0,17.0,4,1,,,,,,,,,
2015.0,1114,Warangal_Rural,Parvathagiri,327.0,48.4,121.0,181.2,677.6,37.0,82,24.0,15.0,1,0,,,,,,,,,
2015.0,1113,Warangal_Rural,Raiparthy,304.0,70.8,171.6,120.4,666.8,31.0,88,14.0,20.0,0,0,,,,,,,,,
2015.0,1111,Warangal_Rural,Sangem,466.6,114.0,166.0,183.2,929.8,41.0,82,19.0,18.0,2,1,,,,,,,,,
2015.0,1102,Warangal_Rural,Shayampet,509.2,133.0,144.0,262.8,1049.0,54.0,63,42.0,14.0,2,1,,,,,,,,,
2015.0,1112,Warangal_Rural,Wardhannapet,260.6,30.2,193.2,170.8,654.8,37.0,77,31.0,13.0,1,0,,,,,,,,,
2015.0,1201,Warangal_Urban,Bheemadevarapalle,192.6,51.6,160.2,324.8,729.2,37.0,79,28.0,13.0,2,0,,,,,,,,,
2015.0,1206,Warangal_Urban,Dharmasagar,326.2,73.8,150.4,164.6,715.0,32.0,90,15.0,15.0,2,0,,,,,,,,,
2015.0,1203,Warangal_Urban,Elkathurthi,239.4,97.4,127.8,167.6,632.2,37.0,82,30.0,9.0,1,0,,,,,,,,,
2015.0,1208,Warangal_Urban,Hanamkonda,451.0,113.2,165.8,185.2,915.2,44.0,74,29.0,18.0,1,0,,,,,,,,,
2015.0,1205,Warangal_Urban,Hasanparthy,349.6,148.6,126.2,176.6,801.0,42.0,75,30.0,16.0,1,0,,,,,,,,,
2015.0,1211,Warangal_Urban,Inole,260.6,30.2,193.2,170.8,654.8,37.0,77,31.0,13.0,1,0,,,,,,,,,
2015.0,1204,Warangal_Urban,Kamalapur,322.0,156.6,135.0,233.5,847.1,33.0,84,20.0,15.0,2,1,,,,,,,,,
2015.0,1207,Warangal_Urban,Khazipet,451.0,113.2,165.8,185.2,915.2,44.0,74,29.0,18.0,1,0,,,,,,,,,
2015.0,1210,Warangal_Urban,Khilla_Warangal,451.0,113.2,165.8,185.2,915.2,44.0,74,29.0,18.0,1,0,,,,,,,,,
2015.0,1202,Warangal_Urban,Velair,326.2,73.8,150.4,164.6,715.0,32.0,90,15.0,15.0,2,0,,,,,,,,,
2015.0,1209,Warangal_Urban,Warangal,374.2,95.6,169.2,165.2,804.2,36.0,82,23.0,16.0,1,0,,,,,,,,,
2015.0,2016,Yadadri Bhuvanagiri,Addagudur,271.8,67.0,156.8,277.6,773.2,38.0,82,25.0,14.0,1,0,,,,,,,,,
2015.0,2003,Yadadri Bhuvanagiri,Alair,171.6,66.4,75.2,265.4,578.6,34.0,70,39.0,11.0,2,0,,,,,,,,,
2015.0,2014,Yadadri Bhuvanagiri,Atmakur_M,227.2,77.4,83.6,166.8,555.0,35.0,87,25.0,9.0,1,0,,,,,,,,,
2015.0,2006,Yadadri Bhuvanagiri,Bhongiri,113.0,79.2,20.4,248.0,460.6,32.0,82,33.0,6.0,1,0,,,,,,,,,
2015.0,2008,Yadadri Bhuvanagiri,Bibinagar,105.0,47.2,76.4,224.4,453.0,28.0,80,32.0,10.0,0,0,,,,,,,,,
2015.0,2007,Yadadri Bhuvanagiri,Bommalaramaram,79.4,28.2,28.2,95.8,231.6,25.0,90,28.0,4.0,0,0,,,,,,,,,
2015.0,2010,Yadadri Bhuvanagiri,Choutuppal,132.8,9.8,111.8,120.0,374.4,29.0,90,22.0,10.0,0,0,,,,,,,,,
2015.0,2004,Yadadri Bhuvanagiri,Mootakondur,105.8,70.6,26.8,156.4,359.6,28.0,88,28.0,6.0,0,0,,,,,,,,,
2015.0,2015,Yadadri Bhuvanagiri,Mothkur,271.8,67.0,156.8,277.6,773.2,38.0,82,25.0,14.0,1,0,,,,,,,,,
2015.0,2011,Yadadri Bhuvanagiri,Narayanapur,84.2,12.8,50.8,37.2,185.0,16.0,99,18.0,5.0,0,0,,,,,,,,,
2015.0,2009,Yadadri Bhuvanagiri,Pochampalle,101.2,13.4,151.8,144.6,411.0,27.0,91,24.0,7.0,0,0,,,,,,,,,
2015.0,2002,Yadadri Bhuvanagiri,Rajapet,146.8,61.8,100.2,206.8,515.6,31.0,86,22.0,14.0,0,0,,,,,,,,,
2015.0,2012,Yadadri Bhuvanagiri,Ramannapeta,140.8,54.6,147.0,106.0,448.4,31.0,81,30.0,11.0,0,0,,,,,,,,,
2015.0,2001,Yadadri Bhuvanagiri,Turkapalle_M,121.6,44.2,88.8,198.0,452.6,26.0,92,19.0,11.0,0,0,,,,,,,,,
2015.0,2013,Yadadri Bhuvanagiri,Valigonda,186.8,95.0,140.2,257.0,679.0,35.0,78,31.0,12.0,1,0,,,,,,,,,
2015.0,2005,Yadadri Bhuvanagiri,Yadagirigutta,105.8,70.6,26.8,156.4,359.6,28.0,88,28.0,6.0,0,0,,,,,,,,,
